Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
0,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_2FI0ORG1nsWUxADpsVwcWqdLfEL,u_jvekwjNIdKOz,Tana517,1,1664164258,0,2,0,5,562,"Quick, easy and good. I am definitely going to make this again"
1,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_2FBQykjIkEYmhdEYlUdUXFPCuKO,u_i3kEqoGxPLAt,Clinton255,1,1663963253,0,6,0,5,757,First time I ever made shepherd&#39;s pie! Really appreciate this recipe it tastes really great can&#39;t thank you enough looking into the next recipe now
2,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_29toOtXVHnRNSdI5MCd9FpXconN,u_178qk17eEtGh,cpfree,1,1653941713,0,1,3,5,466,Great recipe
3,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_24i9qFXmM9oqquncgKTp9PssEk2,u_rdkcRNALAH99,laura70,1,1644102728,0,9,3,5,743,Everyone loved this. I love how quick it was to make. So easy if you use the prepackaged containers of mashed potatoes. I used canned veggies and one beef bouillon cube. The sour cream was a nice touch.
4,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_244dBACsjxCGKdtRcCG8oVFSND3,u_VCgb3f8gD3rI,Diana254,1,1642893654,0,20,0,5,911,The whole family really enjoyed this.  I liked that it was easy to make on a weeknight.  I used a cast iron skilled and then put it in the oven to heat with foil over it.  Then broiled the cheese for the last 5 minutes.
5,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_23M3hc29lu5XDwAT0mYtAlgXDbh,u_zoJCJGNkV5xH,treconmom,1,1641530248,0,2,0,5,678,"Really enjoyed this. The whole family, even the picky eaters, ate it up. 

I liked that it was not labor intensive for such a flavorful meal."
6,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_20i4mTxYITRfpb746o55qEoFocd,u_0rtkDai4Fjrb,2124arizona,1,1636514233,0,10,3,5,745,This is easy to prepare and very tasty. I doubled the recipe and fixed it in a Dutch oven. It one of my son&#39;s favorites.
7,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_1yOMXCHGPFKkiMoM2FUYpiYUm2S,u_faZ6tUcsyiHE,Dale732,1,1632118219,2,13,104,0,335,I am always amazed at the lack of knowledge of British dishes.
8,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_1uxbzcBOQlrOHmfNa6ZeA6LNAp6,u_Hl0Idveqecgi,Debbie549,1,1625610450,0,32,1,5,918,"This recipe is wonderful as written.  It&#39;s been on my rotation for months.  I also switch it up using sausage and whatever veggies I have in the freezer.   It&#39;s easy, tasty and satisfyingly filling.  5 stars!"
9,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_1trrKHNY7rf1Hy03fjEdFYyq9XD,u_G8qjQyHzlkkG,JGa2595176,1,1623689423,0,27,1,5,892,I was worried there wasn&#39;t going to be enough flavor with the ingredients measured as written. I was wrong! This is a wonderful dish made as originally listed. Will make again. Was almost better as leftovers!
10,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_433034,u_1tOHumMYy01yoYrEBgdRvAkhfFv,OliveTeepee,0,1622648874,0,12,0,5,440,Delicious &amp; easy!!
11,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_433030,u_1oKVcotoskySYNJjOTT8jzEXLFr,David12846,1,1622648874,0,11,2,5,360,"I found this to be very tasty and easy to make. For those who find ads are covering part of the recipe, try a different browser. The ads I&#39;m seeing are below and/or to the right of the recipe, ingredients, and comments."
12,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_433012,u_1tOHukfYynWiKJzwsPP5MEL3aC9,OliveSeahorse,0,1622648895,0,7,2,0,303,This is always a favourite in our home on a cold winter night. Good comfort food!!!
13,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_432929,u_1tOHxQsD0dUk3NW7h9hNtvHYTzB,Sherry,1,1622648895,0,9,2,5,335,This looks good. I tend to makes same dishes for a long time. It&#39;s time for some different meals. Especially ones that are easy to copy. I can change it as i see fit. And thank whoever wrote it for sharing!!
14,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_429629,u_1oKeIVd9zJUEq3FqmupLUBRsYme,C,10,1622648884,1,106,3,5,514,"Good,easy recipe. For all u snarky bullies who feel the need to comment that it&#39;s not &#34;technically&#34; Shepherd&#39;s Pie - please get over yourselves. Many recipes that refer to themselves as &#34;spaghetti sauce&#34; or &#34;enchiladas&#34; are not necessarily authentic, but rather americanized versions of delicious dishes. Smh"
15,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_423942,u_1oKVa9SPiY52RE7eps0Ey44jSaJ,NoodleNel,1,1622718475,0,5,0,5,354,Very good.  recipe/ Just make sue you use a deep dish skillet to stir everything. I usually use a bag of frozen mixed vegetables. have made it several times and it always a hit!
16,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_389817,u_1oKbZq2SxGjFJLWLVdMHBQV3NUk,SaraShadel,1,1622718268,0,6,2,0,284,I agree with Chris. I can’t even make this recipe because there are so many ads popping up or covering things.  Very disappointing.
17,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_401065,u_1oKciYYaNNfoSJZ8cyD2cSAKa7c,Chris,1,1622718338,0,5,2,0,261,"I’m sure the recipe is great, but the add, obviously ok’d by Taste of Home is cutting off the last 3 ingredients on the list. Really, really poor planning Taste of Home!!"
18,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_411174,u_1oKdVyQOF9gehKPtD7lMacJgAdF,Trisha,1,1622718377,0,3,0,5,297,"SO EASY AND SO YUMMY, MY DAUGHTERS HUSBAND FAVORITE"
19,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_393878,u_1oKbm3RExGPrzXQXx7pLWfJMBDA,Kathleen,1,1622718298,0,6,1,5,319,"I just made the shepards pie. This is the first time I&#39;ve made it, and in fact the first time I&#39;ve eaten it. I didn&#39;t have peas, so I used twice the amount of corn. I really liked it. This is something that I will make again. Thank you for this recipe as well as all the others you have provided."
20,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_406846,u_1oKZOL4D3rZHzUWcavVFxUzCmB6,brandhorstb,1,1622718340,0,12,1,5,400,My husband and sons are very picky eaters—one of my sons is a chef.  They all loved this dish.  I made it exactly according to the recipe except that I topped it with some green onions (on top of the cheddar at the end.)  I love that I can make this with ingredients I regularly keep around the house.  Very flavorful.  Thanks for this one.  It’s a keeper!
21,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_416885,u_1oKVjsyb4yvVgYiypxsW80FDRIK,joycerm53,1,1622718426,0,4,0,5,329,"This is a great recipe. True “comfort food”! The only change I make- I use frozen mixed vegetables in place of the peas and corn. I have also made it with pork.  Joyce Moynihan, Volunteer Field Editor"
22,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_407161,u_1oKZGRyCZ5fT0r7tPLDr2gQlpM4,JaneDough24,1,1622718355,0,6,0,5,374,"My husband loves shepherd&#39;s pie, so I had to make this when I saw the recipe (he loves corn, too); and I have to say this is the best tasting shepherd&#39;s pie. Easy to make - with a yum-yum factor that has him raving. Thank you TOH!"
23,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_419939,u_1oKdyP5d0Ba4y5G7EVSQHBy6i9N,KristyDewey,1,1622718409,0,4,1,5,269,"This recipe was super easy to make and my whole family loved it, including my picky 4 and 6 year old girls. Glad I found this. Will definitely add to my rotation of meals. I typically have all these ingredients on hand."
24,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_419306,u_1oKbXIhFJSouvWCtGuCDZ8K4doh,JulieGr,1,1622718419,1,2,24,5,109,This recipe is Cottage Pie not Shepherds Pie.  Shepherds pie uses lamb.  My tweeks:  I did not use corn or sour cream.  I baked it in the oven after putting it all together.  I used peas and carrots and mashed cauliflower.  It was superb!  I made it again with ground turkey.
25,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_424776,u_1oKeAgBHAK1ybcz9SEkvkDk0kur,Tyann,1,1622718476,0,3,0,5,297,We got snowed in so i made this it is so easy
26,81,27626,Skillet Shepherd’s Pie,sp_aUSaElGf_27626_c_425582,u_1oKVmrpQvTsv8GyS1JiA39K9QuI,ryanswife,1,1622718463,0,5,2,4,261,"We really liked this dish. I didn&#39;t even serve anything else with it because it is a complete meal in itself. Until this recipe, I thought all shepherd&#39;s pie dishes were baked in the oven. Pretty easy to make . I even used venison ground beef instead of regular ground beef."
