Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
0,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_2CwsTXRvoxdcNivHXgb3f2phzSe,u_dhrHuraNWKXq,Parula100,1,1659724990,0,4,0,5,746,"I rarely bake anything that doesn’t have chocolate in it, but this recipe looked so good I had to try it. I followed the recipe exactly, and the cupcakes and frosting were scrumptious! The only thing I would do differently would be to start checking them after 15-18 minutes, as they weren’t quite as moist as I would have liked when I removed them from the oven after 20 minutes. But I am definitely adding this to my list of favorite recipes!"
1,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_2ClMez2YzmtLbKSmhrrScvvkf6j,u_MiW4ibK64dvA,dawn384,90,1659372816,0,2,2,5,593,"I&#39;m not sure that I&#39;d reviewed this recipe before, so I&#39;ll do it now  I used half and half cream instead of the milk for the frosting and followed recipe for the basic cupcakes.  However, I baked 7 cupcakes and three 5&#34;x3&#34; loaves I iced the loaves right away and thinned frosting with about 2 to 3 Tbsp. more half and half cream. This is a real winner of a recipe as it had been in one of the contests!"
2,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_1wY1B9MdtzRKtPIILYPEPZi5hpy,u_yoysf8fT5ot9,Sua166,1,1628620569,0,6,0,4,794,Excellent recipe! I did sub nutmeg for cloves and baked in greased floured tiny cupcake pan...came out perfect at 12 minutes..350°....a keeper!!!
3,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_1vg5YML6lfeD2Ceh9uG9wxoZgkJ,u_ulkFjdI0pz2c,NormaTeresa,1,1626970937,0,4,0,5,734,"Yummy! Even my vegetable-hating grandchildren loved these cupcakes! They were moist and tasty even without the caramel topping. With the caramel, they were out-of-this world! I&#39;ll have to plant more zucchini!"
4,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_431993,u_1oKWRNwXoMuDeAsODgHD6vSFXW2,eldie1959,1,1622648873,0,3,1,5,235,"This was one of the first recipes I made when I began subscribing to the Taste of Home magazine in the 1990&#39;s.  I made the cupcakes for a outdoor concert I was going to on a summer evening. Delicious, moist spice cupcakes with a wonderful butterscotch icing. They were a big hit with my friends. Couldn&#39;t eat just one."
5,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_380117,u_1oKd380qoyAf6KnfRy8POMBwkZ7,marciaa1,1,1622718240,0,1,0,5,193,Absolutely scrumptious!!  Definitely in the &#34;Let&#39;s do this again&#34; category.
6,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_404534,u_1oKd3KAMA1SsKuANL1Od3sxAAwj,horanmeg,1,1622718333,0,1,0,5,193,"Made in a 13x9 glass pan 30 min at 350. Powdered sugar not on ingredients list and didn&#39;t have any, so just put carmel sauce on top. Very yummy."
7,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_392603,u_1oKcA0qmYhNYbgtpDzFhXnbBBmZ,karisue305,1,1622718291,0,4,0,5,329,"I have been making these zucchini cupcakes since the recipe first came out in 1997, and it remains my favorite to this day. I make it exactly as written - it is perfect!"
8,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_392788,u_1oKVeN9YNf07RT0P9R63Yu80P5A,JGa2595176,1,1622718297,0,2,0,5,253,"I have an amazing zucchini muffin recipe that I have been using for decades. But I wanted to branch out. I was glad I did! I liked the almond extract and the caramel frosting is terrific. The texture is amazing too, a nice not too dense, but thick enough consistency. Cinnamon and cloves are just right and not overwhelming."
9,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_409906,u_1oKVZtw5YkzvxHnWY47AALJJRN1,Gramma Amy,10,1622718409,0,2,0,5,253,Really enjoy these cupcakes.  The caramel frosting is such a great combination with the almond and spice flavor of the cake.
