Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
0,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_2FPveia7hnKEcLiQdY8EELr3xYo,u_cip11CGWuwV0,Michael2795,1,1664406630,0,1,6,2,521,Do NOT add the water in the first step.  It renders the meatballs to a fluid and they fall apart during browning.
1,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_2DPKfueCrPD0hW5iVCTtiQ7Cpdv,u_kDOvwNTB2Qac,Scott135,1,1660595385,0,0,0,5,537,Absolutely  a keeper! My two kids are the world&#39;s pickiest eaters ever and they absolutely love these. I made them exactly to recipe. Thanks for sharing this we love it
2,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_27o2426lKTwPUnBj4pdsX01BxkU,u_HGxMz3xslhBc,Cindy433,1,1649971923,0,2,1,5,615,Was easy to make and yummy.  Next time I would had seasoning to the hamburger for more flavor.
3,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_27i9JWNVLYQg1oD0zezb7dh5ixX,u_I98EYbVQwSgm,Kimberly780,1,1649791967,0,21,6,0,775,"Wow these are pretty fancy compared to the ones I grew up with. Ours were hamburger, rice, salt, and pepper then simmered in a partially diluted can of tomato soup.  The “gravy” was served over the meatballs and mashed potatoes. One of my favorite childhood meals and one that was passed down several generations."
4,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_27g5qZlhJoNlskLvnOs5uWK9kbd,u_cmVi8XQpmGH5,Donna464,10,1649729079,0,12,1,5,819,"A great old timer recipe. My mom made the and I use to make them for my kids. The other night I was talking with my son and as what he was doing, he said he was making Porcupine meatballs. The tradition is carried on."
5,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_27eviu5XlgxzrnzyamKxTdWnYid,u_Jz7HE8svHPQj,Eda146,1,1649693496,0,12,2,5,792,I always called these stuffed peppers without the peppers. I made them with tomato soup.
6,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_27OIZYURDksP3PurdI6Uidkv8cG,u_8HrDyxmMYCAI,dlynsmith9,110,1649184761,0,16,8,5,745,"I used to make these with Rice-a-Roni all the time, and now I can just use plain rice in my pantry.  I used ground chicken instead of ground beef, because we don&#39;t eat beef.  The tomato sauce was so delicious.  I served homemade mac and cheese with it, and it made one of the best meals I have had in a while.  My husband loved it."
7,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_27Fr02HbOuqtZvruYh0h79fP2Mw,u_9eGYcdbMCXsG,Grannycan,1,1648926448,1,6,1,4,747,"We always used the beef, or onion, flavored Rice-a-Roni. Mix the sauce packet and water and cook the meatballs, covered, according to the box directions. Will have to try the tomato-based version soon. Thanks for the memory!"
8,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_27DAGZrSCukiFK3JvCuYEdRHXX9,u_guvaH2rKhSgt,pammy54,60,1648844298,2,33,8,5,825,"As per other comments, my mom made these for our family when I was growing up. She did not serve them with rice, but she wouldn&#39;t cook them in a deeper Dutch oven, and towards the end of cooking would cut up a green cabbage and cut the quarters into halves and place those pieces all around the meatballs and down into the tomato sauce. I remember just hearing contented sighs, slurps, and &#34;Mmm&#39;s&#34; at the dinner table. No talking. I need to make this for my family since I haven&#39;t done it in a long time. Thank you for the memory!"
9,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_26LR8qk4tDTyVO2VnuLUPkH0gV3,u_xq4uvUo0AWV5,Jennifer0178,1,1647200724,0,12,3,5,782,"I made this for my kids when they were growing up and it was this exact recipe. They always loved it. However, I do use ‘minute rice’ in the recipe. Delicious."
10,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_24IA9wtbldirNB2UqY5qllK6gSd,u_MmVuBvE6tSqF,Cheryl335,1,1643307594,0,18,13,2,631,"As a rule we love porcupine meatballs, just not this recipe. The 1/2 cup of water with the beef makes them ridiculously soggy, and they don’t hold their shape while browning and end up as mush."
11,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_20WTlU6HgS87ctlnYF42vETFIIG,u_AASqj3HRcFzK,Tracy328,1,1636159494,0,20,1,5,819,My mom made these when I was growing up and she used a can of vegetable juice and  put flour on outside the balls and brought vegetable juice to a boil and added the balls in and the flour thickened the sauce. I do it the same way.
12,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_1zjKRd60VF4xK4K2Q3ReLgKxtPR,u_f9c5iS8nI4Ul,Kim5287,1,1634656232,1,76,9,0,714,"I remember a time long long ago lol..when my mom was making this for our family.  I was a teenager and my little brother was about 5.  I remember thinking it looked so good. Mom was taking toothpicks and stabbing them ..giving us all one to sample.  Just as I was about to sample what I though looked and smelled fabulous my little brother screamed at my mom, stomped his foot and yelled No way!  No way I am not eating stinky.  I about died.  I laughed so hard I cried.  From that day forward me nor my brother would eat mamas porcupine meatballs.  Tomorrow is my brothers 47th birthday.  I am skipping the cake and bringing stinky.  I can&#39;t wait to see his face.  Happy Birthday Mikey.  This also dispelled that old rumor that Mikey will eat anything . he won&#39;t."
13,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_1tgKEexfQajmdPwkSbLvWOpM4v6,u_lvX75X89Rprw,Mary297,1,1623185181,0,4,5,5,619,"I think I would caramelize the  onions when making the recipe, but that does look delicious. I always served mine with extra rice."
14,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_1tdSpm0aqnwnPBNMu3fcAMxfdVu,u_u1ofFMA66wlT,tammycookblogsbooks,1,1623097657,0,8,0,5,824,A great oldy but goody recipe! Left out the water because I used leftover rice that was already cooked.
15,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_1tY1SzwAWrUoqk8FTIY8LiCdDGo,u_wEYiaHc5wryA,Tina176,1,1622931212,0,7,1,0,766,This was great!! Very tasty.  My husband nosed in and said the rice wasn&#39;t going to cook but it did and he loved it.  I left out celery salt just because I didn&#39;t have any.
16,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_431694,u_1tOHuhzLqZ9s8juw3dotoxWedqR,Lnix1001,1,1622648872,0,22,7,5,360,"These turned out perfectly! The only adjustment I made was to the sauce- I omitted the sugar, threw in a few of the chopped onions and increased the Worcestershire sauce to a tablespoon. The rice will cook through if you match it with the same amount of water in the meatballs, as called for in the recipe. Delicious - will be making again!"
17,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_431655,u_1tOHuiKmOGEScVQzP2yy2A80Bbz,PaulineSpurlock,1,1622648872,0,6,2,4,284,"I have this recipe and it called for “instant” rice, not long grain rice. It cooked perfectly each time"
18,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_431662,u_1oKWCP33NVk4Osfpu4VJuIckEF0,Roberta L.Beauchamp,1,1622648872,0,4,3,1,212,I made this and followed the instructions as directed but the rice did not cook all the way. I had to throw it all away. Perhaps switching to instant rice would solve e this problem.
19,89,1324,Porcupine Meatballs,sp_aUSaElGf_1324_c_431708,u_1tOHulPTsfqnpva9f5XDz11ah69,CindyLandes,1,1622648872,0,13,3,5,356,"My family simply uses a large can of Campbell&#39;s Tomato Soup versus the sauce, sugar, worchestershire and it&#39;s very yummy."
