Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
0,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_29Xrji3qMguekVZnm6jZhalV2ZN,u_prKZ0vQsPs3k,bjohn67,1,1653270407,0,6,0,5,791,I cut up the tortillas to layer in pan instead of leaving whole so it is easier to cut or spoon out of dish and I used plain Greek yogurt instead of sour cream to cut calories
1,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_29ANQK2wbJxp0ZkmXakKieozo6n,u_CTUvEtJWGoPw,Robin909,1,1652551912,0,8,0,5,830,Excellent recipe. I used Corn tortillas.
2,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_28YHPMYb7SmlqdQqJbUpW08PfYC,u_MJJYiv32xMqg,Michelle1576,1,1651386618,0,3,1,0,455,Will this feed a family of 6 that eats like an army?
3,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_282PrmCPuUHfPFTHvN4twOBETFF,u_9ZJEcnxfZUmW,Colleen391,1,1650897829,1,7,4,5,688,"Everyone liked it, even my picky eater gave it a 4/10 which is pretty good. LOL.  The kind of recipe you can adapt to your tastes and add/subtract things.  I followed the recipe except I used corn tortillas and fried them as others suggested and I found the bottom too hard to cut so follow the instructions and put them in uncooked.  I also added green onion as a garnish."
4,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_27q1n7CZmaUxacwoOu1qScO3lDS,u_oSPPNRddPXH2,Irmie,10,1650032966,0,14,3,5,799,"Made as written except added hot sauce to beef used whole package of taco seasoning and split between meat and sour cream.  Used extra cheese and put lettuce and tomato on side so everyone could add their own.  Only reason is for reheating left overs.  Was yummy, quick and easy."
5,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_25bm8XbeYGPAJdlu4ewqdZ3rIKk,u_lzItKZLww2z1,Cathy3428,1,1645804002,0,8,1,5,741,"Big hit in our house! I use corn tortillas and leave out the Italian dressing because it&#39;s not something I keep on hand. Have already made this three times and it&#39;s on the menu again for this weekend, the whole family loves it."
6,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_20jtGdpJKgYPMsAkzKrpYfELbKQ,u_nZqjpRHwz9lH,Karyn241,1,1636569729,0,68,19,0,773,"I&#39;m always surprised when someone changes a recipe and then rates their own recipe! If you want to give the original recipe a rating, you&#39;ll need to actually make it as it was written."
7,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_1ypDpyVa2GOiUsxpnfb8a2G5Tau,u_EQQTc8JJO2lI,Tomcatlover,1,1632939823,0,8,15,5,590,"Made this with only 4 low-carb tortillas, ricotta cheese instead of sour cream (had more of that). Added shredded cheese to each individual serving. Used a turkey breakfast sausage for meat- had on hand. Cut calories!!"
8,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_1xXkcCclkLf33kOyeJWyAi76WMN,u_6FjBszOna4cO,AnnaK.,1,1630508898,0,13,4,5,776,"I thought this was delicious, and my whole family agreed!! I did read the comments before making it, and saw that one suggested using more taco seasoning which I did, and was thrilled with the outcome. I left out the Italian dressing and cilantro, and we were out of tomatoes and lettuce so I did tweak it quite a bit but it ended up amazing. We will definitely be making this again!!"
9,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_1wPWi6RT6DR63CJ78CyWHrBNpB8,u_Q5333O59lWkc,DDPLoeches,1,1628360828,0,4,13,4,574,"We&#39;re not great fans of beans, so I put a small can of corn and a grated zucchini in the ground beef mixture instead. I didn&#39;t use the Italian dressing, and I used my own version of taco seasoning (with garlic powder, sweet smoked paprika, and ground cayenne pepper). I served lettuce, tomato and chopped onions, salsa, and plain yogurt on the side (makes it easier to reheat leftovers). We all really enjoyed it."
