Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
0,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_2Cu2T2U8dnxH8npbjBcIniR6xmN,u_x8sePnchh8lv,Kathy622,10,1659648412,0,3,0,5,679,"I was worried the peanut butter cups would make this sweeter than I could handle, so I swapped out the cups for crushed Nutter Butter cookies and a tiny sprinkling of kosher salt. WOWWW!!!  Highly recommend!!!"
1,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_2BOcYCJKxweS6Al2x5nUjKT6UIj,u_jMLtE2FLrjjQ,resalee,40,1656780616,0,10,2,5,767,"This recipe has everything a person with a sweet tooth probably loves - peanut butter cups, pudding, whipped topping, and oreos.  I don&#39;t usually like peanut butter in things except a sandwich but for this delectable dessert I changed my mind!"
2,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_28iHjMmoMyzDzk64dRYcjWEPALk,u_AW2snJvudimi,Jellybug,140,1651692648,0,3,0,5,723,Made this dessert for a potluck my husband and I attended and everyone absolutely loved it. I will definitely make it again!
3,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_20hN5rkZwN8rYnB1fI4I0EXKoXJ,u_utXidvdWyhZe,audreyrlange247,1,1636492679,1,3,0,0,495,CAN I Freeze this Desert ?
4,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_432652,u_1tOHuo1NYRvzfv6nbqxeVeclBYr,RedCherries,0,1622648873,0,21,4,5,393,My husband and I and our two guests absolutely loved this dessert! The only change I made was to add 1/2 cup of confectioner&#39;s sugar to the cream cheese and omit it from the pudding mix as per another&#39;s review. It was perfect! Will make often.
5,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_394140,u_1oKbpAGMimg7acIOOd0dOMG5SwN,SusieStew,1,1622718314,0,10,4,5,304,I know I’ve already commented on this recipe years ago but a lady I don’t even know just re-found it (the recipe) for me. I could not find this for the life of me and I’m so thankful it was found for me by a kind incredible person.if you haven’t made this it’s time especially now with holidays fully upon us-YOU WILL BE SO GLAD YOU DID AS WILL THE FRIENDS/FOLKS/FAMILY who are delving into its’ lusciousness
6,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_404046,u_1oKcAxTDmnAQKantQXqJ4HNX4vV,Fancy312,1,1622718380,0,6,1,5,319,"Love, love this recipe!  When I bring it to potlucks, people always ask for the recipe."
7,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_408905,u_1oKVZoToVmKg9kqZJaYvVAhSJye,rena 55,1,1622718365,0,4,0,5,329,Our son-in-law loves anything peanut butter...this one is a keeper.  Delicious and easy to put together.  I keep the ingredients on hand for this one!
8,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_416603,u_1oKe49qx0eUG5nuQ6kLgUm89JN3,bjwichhart,1,1622718396,0,6,0,5,374,"This is a fantastic dessert. I actually freeze it, so I can enjoy it longer."
9,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_418315,u_1oKVZvcir01Ja6U1XIczcrh8mbP,_nlfPA,1,1622718449,0,1,0,5,193,This is such a good dessert and so easy to put together. Great for summer.
10,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_379710,u_1oKbDZ5wecG5LbDTlFbxjBKhHix,tavystreats,1,1622718200,0,1,0,4,193,A staff favourite at our parties. It is always requested. Thanks for sharing the recipe!
