Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
0,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_2DMLYs6Ha0ileJZ0gvGY2sasCA6,u_bT1B0BdFkLD4,eastcoaster,20,1660504057,0,2,0,5,658,"We thoroughly enjoyed this recipe. I usually make the 1st attempt exactly as written but in this case, I liked the idea of cooking the bacon first and frying the chicken breasts in some of the bacon grease, reserving 2 tbs. for the onions.  Outstanding!"
1,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_24aCdWjL90KaFZLme9xX4XKZl5y,u_Su0dh8JpGC7d,IdaMay,1,1643859398,0,3,1,5,646,"used lemon juice and fresh ground pepper. Also put chicken in oven with cheese, broiled for a couple minutes just to melt cheese. Sooo good!"
2,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_1xmU6SswGtK8TF4SmrrXt63OEOF,u_8HrDyxmMYCAI,dlynsmith9,1,1630959581,0,7,1,0,769,This is a delicious recipe.  The only thing I did different was cutting up the bacon after it was cooked into small bites and then added to the onions mixture.   I served homemade mashed potatoes with chicken gravy.  I will be making this again.
3,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_1rrqphb4LSd26m5UPhNnOdKL03k,u_t81grUEYjzAI,krysfielder,1,1619744740,0,5,0,5,779,"REALLY good! I have made this twice, the second time only loosely following the recipe (no measuring and I forgot the brown sugar) and my family all enjoyed it. This will be one of my quick fix main dishes from now on!"
4,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_433187,u_1oKVekbrdwWq6lZOihjX3MUiWTT,jdwalters,1,1622648874,0,5,0,0,354,Just wanted to add that i paired this with roasted asparagus and a baked potato. Delicious!
5,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_384875,u_1oKbbtZsV3Ru3s1hYYpOV1NmJal,MrsBBrent,1,1622718270,0,9,4,5,290,"Exact words from my husband, &#34;On its own, it is a brilliant combination of sweet and savory. He was quite happy with this meal.   It needs to be pared with a vegetable and or starch that compliments rather than overshadows it. This will be a go to meal when I want to please my family."
6,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_424789,u_1oKVnVnxWksWLHVNlC2YoJc2ysC,Wieners,1,1622718461,0,1,7,0,109,"We did not care for the flavor of the lemon pepper, brown sugar combination. I won&#39;t make again."
7,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_418473,u_1oKXFNgis7V4VL1BcpA5SeFz1ms,TCBurch,1,1622718407,0,7,3,5,278,"This is SO delicious. I took Jason’s suggestion and cooked the bacon first, reserved some bacon grease, cooked the chicken in the bacon grease that was left in the pan, then sautéed the onion in the reserved grease. It turned out so amazingly tender and flavorful. My 7 year-old son who does not love meat asked for more!"
8,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_416970,u_1oKdDcUYcdRwH6KDJzjCuh8JWsc,Guest1733,1,1622718417,0,2,1,5,193,This is a very easy and tasty. The only change I make is I add green bell pepper to the onion mixture. We love it.
9,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_401015,u_1oKYeTfr8nI6NdoYbyEpYdB8YJc,sheeleigh,10,1622718327,0,3,0,5,297,"I’ll give it a 5 for flavor and 4 fir directions. Agree with Jason. Cook bacon first, and use it sauté. No need for butter."
10,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_387651,u_1oKWUVL3oxU7hLD5mVLGyuT7HHL,Cargram,1,1622718218,0,0,0,5,100,Great recipe--Really liked Campcook&#39;s idea of cooking chicken  first to lower temp and continuing in oven while proceeding with bacon and onions.  Chicken much warmer for eating that way.
11,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_400578,u_1oKi2VqFKOSbACXVIXCMPhOOGrU,greg1974,1,1622718337,0,1,1,0,142,I&#39;ve been making this for years. We add mushrooms and use . Different cheese we like better. Very good.  One of hubbys favorites
12,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_384323,u_1oKdSDMTi5Z2jR60UEUJ9zyFqaQ,538jp,1,1622718214,0,1,0,5,193,Easily one of my new favorites. Thanks!!!
13,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_405533,u_1oKVyEIVDZFeoKy9u5IrcaqBGWR,kvelthaus,1,1622718343,0,1,0,5,193,"Made this tonight. No real changes to the recipe except for adding a fresh jalapeno pepper to the onions.  Wow, excellent - great flavor.  For next time, I would add two jalapeno peppers (minus the seeds) for a little kick. This was truly awesome!!!  Thank you so much."
14,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_417466,u_1oKdCthtwzEcPYESCGdWyCRsmWU,Guest575,1,1622718418,0,3,2,4,203,"This is an excellent dish with good flavor.  I anticipated this as taking a lot of time, however, with all components being cooked in the same pan.  Once I got the chicken to about 120°, I transfered the breasts to a oven safe glass baking dish to finish.  That allowed me to time getting the chicken to temp and for it to rest while the bacon and then the onion/brown sugar components were completed.  Timing is everything in cooking and this allowed it all to come together nicely."
15,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_426828,u_1oKcoSyTYpPmqMgQPfZ6QP19JJM,JasonKrog,1,1622718471,1,10,2,4,348,"Wife and I enjoyed the dish.  Good mix of sweet and savory, crispy and tender.    Changes I made to the recipe include frying chicken in bacon grease prior to sauteing onions in bacon grease.  Also used Beasley&#39;s Smokehouse Rub Poultry Powder, https://www.BeasleysSmokehouseRub.com/shop, to season the chicken."
16,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_406919,u_1oKdW1OXLZzglskKrTNcGtfH1LF,JanetKline,1,1622718391,0,4,0,5,329,"My husband and I absolutely loved this. I am not a big fan of boneless Chicken Breasts but they were on sale. What a big delicious surprise this dish was, thank you so much Brenda for sharing it!!"
17,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_386920,u_1oKbWWyf9WIhHGZOqw59NrTKS1F,Margiesglennie,1,1622718238,0,1,3,4,120,Good. It is &#34;topped&#34; not &#34;smothered&#34;
18,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_382175,u_1oKbChEalZt2lV4YlU4VUqj4maq,LindaSchmitz,1,1622718261,0,0,0,0,100,Cannot bring up recipe
19,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_397292,u_1oKWXGYRN80od09Tau8ilAxn7lh,Msworld,1,1622718309,0,0,0,5,100,I make this recipe all the time. I substitute bacon with turkey bacon.
20,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_411141,u_1oKdUifNBHlkZWtfN1rV8usFj8r,Heidizuke,1,1622718377,0,0,0,5,100,So good.  My family loved it.
21,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_423979,u_1oKVZsc5N0Y7ltHsKAfmNihfU08,jetluvs2cook,1,1622718437,0,0,0,5,100,Very popular dish!
22,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_367684,u_1oKcuka856Y7G3ZbYqj5vawIBHP,Guest167,1,1622718141,0,4,5,4,185,"What a fabulous meal! I used a smidge of Smart Balance/Amish butter instead of Canola over chicken thighs. I didn&#39;t have Lemon Pepper so squeezed fresh lemon (after rolling it to release the juices) on both sides after browning. Then crisped the thick cut bacon. This is actually easier if you use scissors and cut the bacon in 1-2&#34; pc., cooks quicker also...In a separate cast iron pan, I carmelized 3 small onions in butter and spooned some of the bacon greases into it as needed. Fresh Sharp White Cheddar worked for me as well.I chopped Romaine/Buttercrunch lettuces and rough cut a few Craizines (cranberry raisins) w/coarse pepper, alternating the various delectable pieces with lettuce was almost like Wilted lettuce but better!Brava! I am seriously impressed."
23,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_245279,u_1oKYdyszPCSFOc29twEFB0E7X5h,robertplant,1,1622717561,0,2,1,5,193,Me and my husband love this . Usually he is so hard to please and I want a divorce but then Ill make this and it shuts him up! mmm good
24,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_265893,u_1oKVacj3LLa5bBKXd9S4USSCjcP,doreensanzone,1,1622717663,0,1,0,3,193,"Personally I thought the onions were too sweet, and the flavors didn’t really go together. On the other hand, my husband really liked it and urged me to make it again!"
25,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_265874,u_1oKVacj3LLa5bBKXd9S4USSCjcP,doreensanzone,1,1622717663,0,2,0,3,253,"Personally I thought the onions were too sweet, and the flavors didn’t really go together. On the other hand, my husband really liked it and urged me to make it again!"
26,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_282774,u_1oKVmrpQvTsv8GyS1JiA39K9QuI,ryanswife,1,1622717764,0,0,0,4,100,"The chicken was very flavorful and tasty. I really like the caramelized onions. It seemed like they really added a lot to the chicken. Being we always get the pre-cooked bacon from Schwan&#39;s, I couldn&#39;t add bacon grease. Instead I just added a little more oil. I also put the dish in the microwave to melt the cheese."
27,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_267649,u_1oKVa3eTtc7MSpWauXxJ61p6IZH,Lady Fingers,10,1622717681,0,2,0,4,253,"Quick and tasty. I reversed the order and cooked the bacon first, using the drippings to cook the chicken. One note: If your lemon-pepper is salt free, the dish might need a dash of salt."
28,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_140800,u_1oKWjA0i5UfuBCt3qGS79TJoQRX,MicheleVogel,1,1622717020,0,2,0,5,253,Fabulous!  This recipe is easy and delicious!  Try it ...you won&#39;t be sorry!
29,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_288180,u_1oKVasm5IwFdw64hFcnuTnurtzu,LPHJKitchen,1,1622717750,0,2,0,5,253,"There wasn&#39;t anything about this recipe that wasn&#39;t spectacular! Seriously - simple, tasty, quick!"
30,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_357172,u_1oKVaZ46Quo1bIhZqYg2ezh1FOV,Kdorfman,1,1622718083,0,1,1,2,142,Very greasy would not be making it again.
31,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_283031,u_1oKaDlt2raTfAi0PG4sxYj0iQS8,cawilliamson,1,1622717741,0,1,0,5,193,"The chicken was very moist and the combination of bacon, carmelized onions, and cheese was delicious!"
32,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_287938,u_1oKWBO6kSmzSo4IzMGHX0FYsUUl,kykim,1,1622717773,0,1,0,5,193,There isn&#39;t anything to change with this recipe. One of the best!  Thank you Brenda for sharing.
33,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_341666,u_1oKWIHTpZVWE78BzXlFv9wIfWFR,Peapod0114,10,1622718030,0,0,0,5,100,This was so easy and delicious. It was something I would never think of to make. I think next time the only thing I may do is toss the skillet in the oven to melt the cheese more :)
34,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_249219,u_1oKYZp2gQbBAVcH7lDRFqeNz2HE,loriskeith,1,1622717588,0,0,1,5,100,My family loved this recipe even my son who hates onions! But I  substituted garlic powder for the lemon pepper ( didn&#39;t like the lemon pepper!)
