Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
0,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_2FeBeUQxTgh1BLnAvVNdH6TcLHg,u_bAQ1xzlco9ZD,Ellene,1,1664842764,0,0,0,5,520,Added carrots and potatoes - beef broth in place of water - plus thickened liquid with corn starch to complete the meal.  This has been a family favorite for years!
1,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_24o36sIbL0c52wv6qoo3dB8ZHI2,u_9g5fp5sQWbMo,Terry519,1,1644282939,0,13,6,5,717,"I used 1 bottom round roast, put carrots and potatoes under roast and used 1 quart of beef broth instead of water, on low for 8 hours, then thickened it with corn starch.  Amazing!!! Although the gravy is so delicious it would be even better on mashed potatoes!"
2,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_227Yos36VnKSWdIPvKn14ipDXV2,u_KqYMSVPazv3E,chihuahuabulldog,1,1639190270,0,8,0,0,722,Sounds like time for a sub roll or something similar and French Dip Sandwiches!! Yum!
3,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_1uuXlVx4YQ0e7kP163PSXhfnIEG,u_T3Ajz3lK66Jt,BarkleysMom,1,1625516599,0,13,0,0,848,"I&#39;ve made this dozens of times and it&#39;s SO delicious! The chuck roast comes out perfect--tender and juicy, and the sauce is scrumptious."
4,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_429637,u_1oKXHh6OrQ5xXmYBpEi9EUCAWvF,Rick412,1,1622648884,0,57,7,5,455,"I am the 75 years young Chief Cook and bottle washer in our home.  I made this recipe exactly as posted and it was DELICIIOUS, juicy, and tender.  I put the juices in a small pan and thickened the gravy with 2 TBs flour whisked in 1/2 cup water and served it with mashed potatoes and green beans.  I got rave reviews from my wife of 50 years.  Love your recipes!  Keep up the Great work."
5,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_429636,u_1oKeIxnrkBk5f2KU7Vt6MnBBeVD,mrwilmes44,1,1622648884,0,12,3,5,346,i though this pot roast was excellent after its cooked i shred it up and thicken the juices with some cornstarch then add the meat back into the juice very yummy
6,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_429635,u_1oKbIbNeuFaIvpwZ6xFMUi8YOp6,AnnetteWenger,1,1622648884,0,8,5,4,259,"This is a very tasty recipe. I agree with the previous poster, make sure you use the amount of meat or it will be salty. There has been times where I omitted the Italian dressing.  Just using the gravy mix and the ranch dressing is still very flavorful."
7,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_422630,u_1oKWOrV7d9xgqnnInvQo4WYmpWf,shermanhenryfloyd,1,1622718426,0,27,0,5,493,"To tsuop: This is delicious!! Nowhere does the contributor say it is &#34;home made&#34;.  If you can&#39;t say anything nice, find a &#34;home made&#34; recipe and move on!!"
8,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_425117,u_1oKdDriRTqORAfbxH8FTMAs2hK3,SandyVick,1,1622718436,0,7,0,0,390,"We love this recipe.  I’ve made it several times, many times just for the two of us so plenty of leftovers.  I always double the gravy mixture so there is plenty for potatoes. Yummy!"
9,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_384808,u_1oKVvZPsQjaHVNaUSL1ca00vlWu,gregandlory,1,1622718269,0,12,0,5,440,"Easy, tasty recipe.  Many reviewers found it too salty.  I wonder if they are only using one roast?  I used two roasts, totaling about 6 pounds.  The flavor reminded me of a french dip, I plan to shred the second roast, make some tasty homemade bread, add some swiss cheese, and use the remaining broth as french dip.  Or, perhaps do an open faced sandwich.  Yum."
