Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
0,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_29f89AbnweTSCmizokr7ab2VZJC,u_HpDMJ4hgzUkG,keithsgirlie,1,1653492626,0,2,21,0,434,"you lost me at the flour tortillas!  those are burritos, not enchiladas.  enchiladas are only made with corn tortillas.  what you have there is a bunch of goop.  but it does look tastey."
1,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_23FQPLuO9nrXmt97AkE2ziagpet,u_8QgyZBGVU2kB,dlang,1,1641327329,0,5,14,1,549,"Although I love both garlic and Mexican food, I thought this was terrible.  The tortillas were soggy and the sauce was awful."
2,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_1zxh0SKRB2jFKBxdCEPAp8DIBET,u_TA9IKSP1e01X,Nancy709,1,1635095422,0,3,1,5,647,"I&#39;m not a great cook and this was easy, fun and delicious. I could have drank the sauce with a straw!  I took it to work and let people sample it and ended up giving the recipe out multiple times"
3,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_1zNMWF6POUc6sqME71EzlvUha8U,u_wQRDNNQFcaCM,Diane9057,1,1633984122,0,8,0,5,822,I have been making this recipe since I first made it in 1999. I love the sage in it. I feel it sets it apart. If you are worried about the salt use a salt free broth- Walmart sells one.  I alternate corn and flour tortillas - every other one. I feel if they are all corn they are too mushy and all flour to gummy. Every other is just right. This is hands down a recipe that people ask me for over and over again.
4,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_428887,u_1oKcyAQZkUNu1yvKIbxcTIsRM05,Maggie,1,1622648881,1,8,14,0,188,I guess flour tortillas are okay but Mexican enchiladas are made with corn tortillas and they are also healthier.
5,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_425244,u_1oKcsmaNBl0gpRrd6PQAEgAHAkN,CaseyCrow,1,1622718450,0,3,0,0,297,We loved this recipe! We love enchiladas and this is one of my favorite recipes so far. The sauce was smooth and creamy but I did add a little more of the seasonings. I also added a chopped chipotle pepper to the sauce and a tablespoon of adobo sauce to the meat mixture because we like spicy foods. Overall an excellent recipe! I&#39;ll definitely be making it again.
6,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_404700,u_1oKVeN9YNf07RT0P9R63Yu80P5A,JGa2595176,1,1622718377,0,1,1,4,142,"Made for our family of 4, two kids and two adults. We are garlic lovers, so this recipe stood out to me. Everyone ate it, although nobody was rushing to get a second helping. I thought the sauce was tasty and the dish overall was a solid recipe. That said, for the time it took to put together, I didnt think it was really worth it. (I made on a weeknight and dinner was served later than usual for the time it took to compose.) I likely wouldnt make again."
7,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_424612,u_1oKVZdmUbQTYMVdbXOpVfRQuHm9,No_Time_To_Cook,1,1622718466,0,3,1,4,235,"Very tasty, but too much salt.  I reduced the amount, but next time will add no additional salt.  I really liked the flavor of the sauce and look forward to having again.  I topped with black olives and chopped jalapenos."
8,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_423836,u_1oKaxPEcMTeGl0DYRiCH74oPJh3,sebc46,1,1622718436,0,2,0,5,253,Very good.  Hubby liked it a lot.  I agree that adding rice or beans to the meat would be a good option.  I used half the amount of salt and the minimum amount of chili powder as per other&#39;s ratings. Depends on how hot you want it.  Some said it was mushy so I didn&#39;t cook it as long.
9,42,10248,Garlic Beef Enchiladas,sp_aUSaElGf_10248_c_413253,u_1oKiTTdMXi2JGh3JmX01ZvtvqNW,Guest1300,1,1622718407,0,0,0,4,100,"The dish was pretty good. I added some leftover rice I found in the fridge as a filler and it was nice. Next time I&#39;d add corn and black beans to the filling. A few notes- I wasn&#39;t too crazy about the sauce, found it to be quite bland and needing to triple the seasoning. It was also way too thick and clumpy. I ended up adding water to thin it out. I also added a bit of brown sugar to cut the salt and acidity. Next time I would half the amount of salt. On its own it was WAY too salty. Thankfully the toppings masked the saltiness. This also makes a huge batch of sauce. I have enough to last me 3 more occasions."
